[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣無法大罷工，因人民愚昧自私-[Author]enel1111 (私法制裁者)[Date]Mon Jul  6 22-07-12.txt[reson]time data u'Mon Jul  6 22:07:12' does not match format '%a %b %d %H:%M:%S %Y'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣的低薪現象還有得救嗎-[Author]freeunixer (離自相空她相)[Date]Mon Jul  6 00-18-10 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [黑特] 蛆蛆高潮-菜英文高雄只捐1000[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Thu Jul  2 16-15-59 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [ＦＢ] 徐家康-你工作不會犯錯- (東森新聞記者)[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Tue Jul  7 02-41-52 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 103: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [ＦＢ] 徐家康-你工作不會犯錯- (東森新聞記者)[Author]silverair (木柵福山雅治)[Date]Tue Jul  7 02-58-38 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- ［爆卦］對醫護人員有該有的尊重很難嗎？[Author]bul (腹內原來草莽)[Date]Wed Jul  1 23-23-16 2015.txt[reson]'cp950' codec can't encode character u'\uff3b' in position 55: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- ［爆卦］對醫護人員有該有的尊重很難嗎？[Author]freeclouds (創造自己新的人生)[Date]Thu Jul  2 02-09-11 2015.txt[reson]'cp950' codec can't encode character u'\uff3b' in position 55: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- ［爆卦］對醫護人員有該有的尊重很難嗎？[Author]yasaq (kk)[Date]Thu Jul  2 01-42-31 2015.txt[reson]'cp950' codec can't encode character u'\uff3b' in position 55: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][公告] 今日水桶 I-002[Author]iPad3 (被蘋果遺忘的孤兒)[Date]Wed Jul  1 21-30-00 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 18年前一本漫畫要NT75元的八卦-[Author]FrankLP (潮騒のメモリー )[Date]Tue Jul  7 22-02-25 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] line要怎麼盗帳號啊-[Author]billa0203 (CATCHMAN)[Date]Tue Jul  7 22-00-59 2015.txt[reson]'cp950' codec can't encode character u'\u76d7' in position 63: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 「友宜譏八」現代成語會例入字典嗎？[Author]kinki999 (QQk(廢文被劣文中))[Date]Mon Jul  6 14-43-35 2015.txt[reson]time data u'2015/07/06' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 三信商銀刊登半個報紙板面反對被收購[Author]hk416 (☑洨魯 ☜)[Date]Thu Jul  2 06-40-15 2015.txt[reson]'cp950' codec can't encode character u'\u2611' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 八仙塵爆似曾相似！？[Author]skes6666 (思念的季節)[Date]Sat Jul  4 17-32-06 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 南部老一輩的女性 幾乎分不到家產-[Author]c1951 (QQ)[Date]Wed Jul  8 08-21-05 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 吃到難吃的東西 下一餐該怎麽吃-[Author]kohanchen (kohanchen)[Date]Sat Jul  4 19-23-53 2015.txt[reson]'cp950' codec can't encode character u'\u9ebd' in position 69: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 哪種車下來的幾乎都是屁孩-[Author]ray079548 (镌吡)[Date]Mon Jul  6 23-16-45 2015.txt[reson]'cp950' codec can't encode character u'\u954c' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 國中看過最扯的事的八卦[Author]flower42 (loop)[Date]Tue Jul  7 23-05-17 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 天龍國的魯蛇的八卦-[Author]FrankLP (潮騒のメモリー )[Date]Wed Jul  8 10-12-08 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 女朋友被同事告白該怎麽辦[Author]tessie0725 (蛋白質四幸丸)[Date]Wed Jul  8 00-48-30 2015.txt[reson]'cp950' codec can't encode character u'\u9ebd' in position 66: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 如果台灣宣布獨立 中國真的敢開戰嗎-[Author]Dumbbbb (粉紅色-----)[Date]Sat Jul  4 20-35-07 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 小吃部[Author]MadeInChina (中國製造™)[Date]Sun Jul  5 02-38-06 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 打斷手骨顛倒勇是真的嗎？[Author]LEOIEIRI (凛として花一輪)[Date]Thu Jul  2 21-45-56 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 撒旦有辦法得諾貝爾和平獎嗎？[Author]cchou5566 (嘻嘻好❺❺❻❻)[Date]Sun Jul  5 17-56-44 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有些美劇的劇情跟本土劇差不多的八卦[Author]hecticgem (¿Como estas- )[Date]Mon Jul  6 22-59-35 2015.txt[reson]'cp950' codec can't encode character u'\xbf' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有在房間發現蟑螂翅膀該怎麼辦的八卦嗎？[Author]cchou5566 (嘻嘻好❺❺❻❻)[Date]Wed Jul  1 20-32-37 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 97: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有大胃王比賽抱枕天物的八卦-[Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Tue Jul  7 16-26-14 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有Cosplay界張景嵐的八卦-[Author]ChiuYi5566 (水仙公子。秋意❺❻)[Date]Tue Jul  7 09-44-08 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 101: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有J粉怎麼輸掉一手好牌的八卦[Author]asd3600120 (怪我喽)[Date]Thu Jul  2 15-48-04 2015.txt[reson]'cp950' codec can't encode character u'\u55bd' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有一瓶礦泉水要賣你1000日圓的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sun Jul  5 20-14-46 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有今天googleグーグル放鹹蛋超人的卦[Author]yamap5566 (山下5566)[Date]Tue Jul  7 02-01-48 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 68: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有便當菜色都一樣的八卦[Author]RaphaelJr (Raphaël)[Date]Sat Jul  4 13-46-57 2015.txt[reson]'cp950' codec can't encode character u'\xeb' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有台灣都亂剪電影的八卦[Author]ios6 (iosꌶ)[Date]Mon Jul  6 02-01-38 2015.txt[reson]'cp950' codec can't encode character u'\ua336' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有吉吉的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sun Jul  5 19-08-11 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 82: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有呂忠吉的八卦[Author]bbbsss1986 (看到我等於看到鬼)[Date]Sun Jul  5 01-59-27 2015.txt[reson]unconverted data remains: 背景很硬就不用出來負責？
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有咒語的八卦[Author]Siddhartha (时间都去哪儿了)[Date]Wed Jul  8 00-34-44 2015.txt[reson]'cp950' codec can't encode character u'\u65f6' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有在-啦-三洨的八卦-[Author]bota (llll)[Date]Tue Jul  7 00-21-20 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有天使女孩依珊的八卦？[Author]Ender5566 (56終結者)[Date]Mon Jul  6 03-14-15 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有微軟Skype歧視宅男的八卦-[Author]ChiuYi5566 (水仙公子。秋意❺❻)[Date]Thu Jul  2 11-45-14 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 101: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有心突然揪一下的八卦[Author]RaphaelJr (Raphaël)[Date]Thu Jul  2 21-59-35 2015.txt[reson]'cp950' codec can't encode character u'\xeb' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有抽水煙很潮的八卦-[Author]ComeThrough (☁)[Date]Sun Jul  5 17-46-54 2015.txt[reson]'cp950' codec can't encode character u'\u2601' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有春畑道哉的八卦-[Author]ziggi (ziggi)[Date]Tue Jul  7 17-22-08 2015.txt[reson]'cp950' codec can't encode character u'\u7551' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有李白跟陶喆差在哪的八卦-[Author]dtundertaker (dtundertaker)[Date]Tue Jul  7 19-55-52 2015.txt[reson]'cp950' codec can't encode character u'\u5586' in position 63: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有泡爛的泡麵特別好ㄘ的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Thu Jul  2 00-07-09 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有洪瑞珍三明治的八卦？[Author]YU0121 (愛玉冰™)[Date]Wed Jul  1 23-48-27 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有海水退去的掛[Author]bbb1010 (1010)[Date]Thu Jul  2 13-46-37 2015.txt[reson]time data u'2015/07' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有游泳池味道像洨味的八卦？[Author]ComeThrough (☁)[Date]Wed Jul  1 21-47-47 2015.txt[reson]'cp950' codec can't encode character u'\u2601' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有爛兵6xxt張順瑋的八卦-[Author]bota (llll)[Date]Sat Jul  4 23-53-04 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有當美國人就跩起來的八卦[Author]ios6 (iosꌶ)[Date]Tue Jul  7 14-03-49 2015.txt[reson]'cp950' codec can't encode character u'\ua336' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有義美查厰24小時的八卦[Author]lyu0001 (鄉民1號)[Date]Sun Jul  5 12-32-50 2015.txt[reson]'cp950' codec can't encode character u'\u53b0' in position 62: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有肥前国陸奥守忠吉 的八卦？[Author]silverair (木柵福山雅治)[Date]Sun Jul  5 17-43-30 2015.txt[reson]'cp950' codec can't encode character u'\u56fd' in position 61: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有肥肉吃到一半會嘔吐的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Sun Jul  5 04-52-58 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有自然組考試要比社會組提前一天的八[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Thu Jul  2 00-18-54 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 97: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有臺北人英文普遍比較好的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Tue Jul  7 15-45-45 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有華人只在乎有錢[Author]ios6 (iosꌶ)[Date]Wed Jul  8 11-44-35 2015.txt[reson]'cp950' codec can't encode character u'\ua336' in position 83: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有鄉民對希臘很嚴格的八卦-[Author]bota (llll)[Date]Wed Jul  1 23-01-18 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有金融海嘯又來了的八卦？[Author]taotzu (╮(╯▽╰)╭   ｷﾀ━━)[Date]Wed Jul  8 12-44-52 2015.txt[reson]'cp950' codec can't encode character u'\uff77' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有陶喆現在才被爆出來的八卦？[Author]oohuhu (三八雞)[Date]Tue Jul  7 21-40-41 2015.txt[reson]'cp950' codec can't encode character u'\u5586' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有陶喆論點很怪的八卦-[Author]Longzoo (千雪孤鳴)[Date]Tue Jul  7 23-48-39 2015.txt[reson]'cp950' codec can't encode character u'\u5586' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有集中旅的八卦？[Author]KTakuya (享楽の才子)[Date]Thu Jul  2 23-04-44 2015.txt[reson]'cp950' codec can't encode character u'\u697d' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有馬賽克的八卦-[Author]m1314213 (隅田川夏恋歌)[Date]Wed Jul  8 05-05-20 2015.txt[reson]'cp950' codec can't encode character u'\u604b' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有沒有麻糬一定要跟菜燕一起賣的八卦？[Author]YU0121 (愛玉冰™)[Date]Tue Jul  7 23-45-14 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有没有情報活動的八卦[Author]longyin (龍吟)[Date]Sun Jul  5 16-22-59 2015.txt[reson]'cp950' codec can't encode character u'\u6ca1' in position 57: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 有霸凌者一被燒傷就瞬間升格嗎-[Author]d062637776 (Sylar)[Date]Sun Jul  5 17-41-30 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 東南亞明星都想來台灣發展的八卦-[Author]FrankLP (潮騒のメモリー )[Date]Tue Jul  7 16-02-35 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 浴室裡有蝶？[Author]a2654133 (ヽ( ・・)ノ)[Date]Mon Jul  6 12-51-55 2015.txt[reson]'cp950' codec can't encode character u'\u30fd' in position 80: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 為什麼今天義美可以護航的下去- [Author]Dumbbbb (粉紅色-----)[Date]Sat Jul  4 12-15-35 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 為什麼我們對祖國口嫌體正直？[Author]ray079548 (镌吡)[Date]Mon Jul  6 23-25-42 2015.txt[reson]'cp950' codec can't encode character u'\u954c' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 為何台灣不拍舊沱江艦電影？[Author]ios6 (iosꌶ)[Date]Thu Jul  2 20-31-32 2015.txt[reson]'cp950' codec can't encode character u'\ua336' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 為甚麼足球不設計個三分球-[Author]ray0215 (❺❺❻❻)[Date]Tue Jul  7 17-11-58 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 爲何台灣買進口車比較貴？[Author]pqpqpqpq (包子小霓我愛你)[Date]Mon Jul  6 15-54-05 2015.txt[reson]'cp950' codec can't encode character u'\u7232' in position 56: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 用吹風機把有黑斑的香蕉變回黃色[Author]taotzu (╮(╯▽╰)╭   ｷﾀ━━)[Date]Sun Jul  5 22-15-37 2015.txt[reson]'cp950' codec can't encode character u'\uff77' in position 97: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 真的有殺手養成嗎[Author]MadeInChina (中國製造™)[Date]Sun Jul  5 23-38-19 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 腰傷多久才會好-[Author]hsnuconan (☁☁☁)[Date]Sun Jul  5 23-44-06 2015.txt[reson]'cp950' codec can't encode character u'\u2601' in position 83: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 要辦像陶喆一樣的婚禮要多少錢[Author]LupinArsene (鋼琴老濕)[Date]Tue Jul  7 15-53-24 2015.txt[reson]'cp950' codec can't encode character u'\u5586' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 請問有沒有大黃瓜.胡瓜的八卦[Author]sg8888sgsg (゜ω゜)っ✂╰ひ╯)[Date]Sat Jul  4 19-12-36 2015.txt[reson]'cp950' codec can't encode character u'\u309c' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 請問雞湯的八卦[Author]sg8888sgsg (゜ω゜)っ✂╰ひ╯)[Date]Tue Jul  7 12-15-47 2015.txt[reson]'cp950' codec can't encode character u'\u309c' in position 83: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 這世上少了糖會怎樣嗎？[Author]YU0121 (愛玉冰™)[Date]Tue Jul  7 21-26-29 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title][問卦] 這些傷者何時褲子會掉-[Author]asjimmy (jimmy)[Date]Thu Jul  2 00-11-09 2015.txt[reson]list index out of range
